image_filename,original_raw_path,source_manuscript,split,width,height
mscoll390_item1557_2119_0006_web.jpg,data/raw/mscoll390_item1557/2119_0006_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0002_web.jpg,data/raw/mscoll390_item1557/2119_0002_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0007_web.jpg,data/raw/mscoll390_item1557/2119_0007_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0012_web.jpg,data/raw/mscoll390_item1557/2119_0012_web.jpg,mscoll390_item1557,train,1800,952
mscoll390_item1557_2119_0000_web.jpg,data/raw/mscoll390_item1557/2119_0000_web.jpg,mscoll390_item1557,train,1800,952
mscoll390_item1557_2119_0001_web.jpg,data/raw/mscoll390_item1557/2119_0001_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0003_web.jpg,data/raw/mscoll390_item1557/2119_0003_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0011_web.jpg,data/raw/mscoll390_item1557/2119_0011_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0005_web.jpg,data/raw/mscoll390_item1557/2119_0005_web.jpg,mscoll390_item1557,train,1800,1721
mscoll390_item1557_2119_0009_web.jpg,data/raw/mscoll390_item1557/2119_0009_web.jpg,mscoll390_item1557,val,1800,1721
mscoll390_item1557_2119_0010_web.jpg,data/raw/mscoll390_item1557/2119_0010_web.jpg,mscoll390_item1557,test,1800,1721
mscoll390_item1564_4117_0001_web.jpg,data/raw/mscoll390_item1564/4117_0001_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0016_web.jpg,data/raw/mscoll390_item1564/4117_0016_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0021_web.jpg,data/raw/mscoll390_item1564/4117_0021_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0026_web.jpg,data/raw/mscoll390_item1564/4117_0026_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0000_web.jpg,data/raw/mscoll390_item1564/4117_0000_web.jpg,mscoll390_item1564,train,1800,754
mscoll390_item1564_4117_0061_web.jpg,data/raw/mscoll390_item1564/4117_0061_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0033_web.jpg,data/raw/mscoll390_item1564/4117_0033_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0036_web.jpg,data/raw/mscoll390_item1564/4117_0036_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0052_web.jpg,data/raw/mscoll390_item1564/4117_0052_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0005_web.jpg,data/raw/mscoll390_item1564/4117_0005_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0027_web.jpg,data/raw/mscoll390_item1564/4117_0027_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0031_web.jpg,data/raw/mscoll390_item1564/4117_0031_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0049_web.jpg,data/raw/mscoll390_item1564/4117_0049_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0009_web.jpg,data/raw/mscoll390_item1564/4117_0009_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0011_web.jpg,data/raw/mscoll390_item1564/4117_0011_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0030_web.jpg,data/raw/mscoll390_item1564/4117_0030_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0007_web.jpg,data/raw/mscoll390_item1564/4117_0007_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0019_web.jpg,data/raw/mscoll390_item1564/4117_0019_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0008_web.jpg,data/raw/mscoll390_item1564/4117_0008_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0032_web.jpg,data/raw/mscoll390_item1564/4117_0032_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0037_web.jpg,data/raw/mscoll390_item1564/4117_0037_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0056_web.jpg,data/raw/mscoll390_item1564/4117_0056_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0067_web.jpg,data/raw/mscoll390_item1564/4117_0067_web.jpg,mscoll390_item1564,train,1800,754
mscoll390_item1564_4117_0047_web.jpg,data/raw/mscoll390_item1564/4117_0047_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0054_web.jpg,data/raw/mscoll390_item1564/4117_0054_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0006_web.jpg,data/raw/mscoll390_item1564/4117_0006_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0066_web.jpg,data/raw/mscoll390_item1564/4117_0066_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0060_web.jpg,data/raw/mscoll390_item1564/4117_0060_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0028_web.jpg,data/raw/mscoll390_item1564/4117_0028_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0018_web.jpg,data/raw/mscoll390_item1564/4117_0018_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0045_web.jpg,data/raw/mscoll390_item1564/4117_0045_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0059_web.jpg,data/raw/mscoll390_item1564/4117_0059_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0053_web.jpg,data/raw/mscoll390_item1564/4117_0053_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0055_web.jpg,data/raw/mscoll390_item1564/4117_0055_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0025_web.jpg,data/raw/mscoll390_item1564/4117_0025_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0039_web.jpg,data/raw/mscoll390_item1564/4117_0039_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0002_web.jpg,data/raw/mscoll390_item1564/4117_0002_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0064_web.jpg,data/raw/mscoll390_item1564/4117_0064_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0003_web.jpg,data/raw/mscoll390_item1564/4117_0003_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0020_web.jpg,data/raw/mscoll390_item1564/4117_0020_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0014_web.jpg,data/raw/mscoll390_item1564/4117_0014_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0065_web.jpg,data/raw/mscoll390_item1564/4117_0065_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0051_web.jpg,data/raw/mscoll390_item1564/4117_0051_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0057_web.jpg,data/raw/mscoll390_item1564/4117_0057_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0024_web.jpg,data/raw/mscoll390_item1564/4117_0024_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0029_web.jpg,data/raw/mscoll390_item1564/4117_0029_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0050_web.jpg,data/raw/mscoll390_item1564/4117_0050_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0015_web.jpg,data/raw/mscoll390_item1564/4117_0015_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0063_web.jpg,data/raw/mscoll390_item1564/4117_0063_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0034_web.jpg,data/raw/mscoll390_item1564/4117_0034_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0062_web.jpg,data/raw/mscoll390_item1564/4117_0062_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0040_web.jpg,data/raw/mscoll390_item1564/4117_0040_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0038_web.jpg,data/raw/mscoll390_item1564/4117_0038_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0004_web.jpg,data/raw/mscoll390_item1564/4117_0004_web.jpg,mscoll390_item1564,train,1800,1457
mscoll390_item1564_4117_0041_web.jpg,data/raw/mscoll390_item1564/4117_0041_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0043_web.jpg,data/raw/mscoll390_item1564/4117_0043_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0044_web.jpg,data/raw/mscoll390_item1564/4117_0044_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0017_web.jpg,data/raw/mscoll390_item1564/4117_0017_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0042_web.jpg,data/raw/mscoll390_item1564/4117_0042_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0013_web.jpg,data/raw/mscoll390_item1564/4117_0013_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0022_web.jpg,data/raw/mscoll390_item1564/4117_0022_web.jpg,mscoll390_item1564,val,1800,1457
mscoll390_item1564_4117_0023_web.jpg,data/raw/mscoll390_item1564/4117_0023_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0010_web.jpg,data/raw/mscoll390_item1564/4117_0010_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0046_web.jpg,data/raw/mscoll390_item1564/4117_0046_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0058_web.jpg,data/raw/mscoll390_item1564/4117_0058_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0035_web.jpg,data/raw/mscoll390_item1564/4117_0035_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0048_web.jpg,data/raw/mscoll390_item1564/4117_0048_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1564_4117_0012_web.jpg,data/raw/mscoll390_item1564/4117_0012_web.jpg,mscoll390_item1564,test,1800,1457
mscoll390_item1603_2204_0002_web.jpg,data/raw/mscoll390_item1603/2204_0002_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0014_web.jpg,data/raw/mscoll390_item1603/2204_0014_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0012_web.jpg,data/raw/mscoll390_item1603/2204_0012_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0023_web.jpg,data/raw/mscoll390_item1603/2204_0023_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0008_web.jpg,data/raw/mscoll390_item1603/2204_0008_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0056_web.jpg,data/raw/mscoll390_item1603/2204_0056_web.jpg,mscoll390_item1603,train,1800,924
mscoll390_item1603_2204_0036_web.jpg,data/raw/mscoll390_item1603/2204_0036_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0026_web.jpg,data/raw/mscoll390_item1603/2204_0026_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0047_web.jpg,data/raw/mscoll390_item1603/2204_0047_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0013_web.jpg,data/raw/mscoll390_item1603/2204_0013_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0001_web.jpg,data/raw/mscoll390_item1603/2204_0001_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0015_web.jpg,data/raw/mscoll390_item1603/2204_0015_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0037_web.jpg,data/raw/mscoll390_item1603/2204_0037_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0039_web.jpg,data/raw/mscoll390_item1603/2204_0039_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0045_web.jpg,data/raw/mscoll390_item1603/2204_0045_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0032_web.jpg,data/raw/mscoll390_item1603/2204_0032_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0022_web.jpg,data/raw/mscoll390_item1603/2204_0022_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0028_web.jpg,data/raw/mscoll390_item1603/2204_0028_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0011_web.jpg,data/raw/mscoll390_item1603/2204_0011_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0054_web.jpg,data/raw/mscoll390_item1603/2204_0054_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0006_web.jpg,data/raw/mscoll390_item1603/2204_0006_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0019_web.jpg,data/raw/mscoll390_item1603/2204_0019_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0053_web.jpg,data/raw/mscoll390_item1603/2204_0053_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0025_web.jpg,data/raw/mscoll390_item1603/2204_0025_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0009_web.jpg,data/raw/mscoll390_item1603/2204_0009_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0020_web.jpg,data/raw/mscoll390_item1603/2204_0020_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0003_web.jpg,data/raw/mscoll390_item1603/2204_0003_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0030_web.jpg,data/raw/mscoll390_item1603/2204_0030_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0005_web.jpg,data/raw/mscoll390_item1603/2204_0005_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0048_web.jpg,data/raw/mscoll390_item1603/2204_0048_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0031_web.jpg,data/raw/mscoll390_item1603/2204_0031_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0044_web.jpg,data/raw/mscoll390_item1603/2204_0044_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0042_web.jpg,data/raw/mscoll390_item1603/2204_0042_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0046_web.jpg,data/raw/mscoll390_item1603/2204_0046_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0055_web.jpg,data/raw/mscoll390_item1603/2204_0055_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0052_web.jpg,data/raw/mscoll390_item1603/2204_0052_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0018_web.jpg,data/raw/mscoll390_item1603/2204_0018_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0041_web.jpg,data/raw/mscoll390_item1603/2204_0041_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0021_web.jpg,data/raw/mscoll390_item1603/2204_0021_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0017_web.jpg,data/raw/mscoll390_item1603/2204_0017_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0034_web.jpg,data/raw/mscoll390_item1603/2204_0034_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0007_web.jpg,data/raw/mscoll390_item1603/2204_0007_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0000_web.jpg,data/raw/mscoll390_item1603/2204_0000_web.jpg,mscoll390_item1603,train,1800,924
mscoll390_item1603_2204_0035_web.jpg,data/raw/mscoll390_item1603/2204_0035_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0016_web.jpg,data/raw/mscoll390_item1603/2204_0016_web.jpg,mscoll390_item1603,train,1800,1675
mscoll390_item1603_2204_0033_web.jpg,data/raw/mscoll390_item1603/2204_0033_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0029_web.jpg,data/raw/mscoll390_item1603/2204_0029_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0051_web.jpg,data/raw/mscoll390_item1603/2204_0051_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0049_web.jpg,data/raw/mscoll390_item1603/2204_0049_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0024_web.jpg,data/raw/mscoll390_item1603/2204_0024_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0004_web.jpg,data/raw/mscoll390_item1603/2204_0004_web.jpg,mscoll390_item1603,val,1800,1675
mscoll390_item1603_2204_0038_web.jpg,data/raw/mscoll390_item1603/2204_0038_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item1603_2204_0027_web.jpg,data/raw/mscoll390_item1603/2204_0027_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item1603_2204_0043_web.jpg,data/raw/mscoll390_item1603/2204_0043_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item1603_2204_0050_web.jpg,data/raw/mscoll390_item1603/2204_0050_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item1603_2204_0010_web.jpg,data/raw/mscoll390_item1603/2204_0010_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item1603_2204_0040_web.jpg,data/raw/mscoll390_item1603/2204_0040_web.jpg,mscoll390_item1603,test,1800,1675
mscoll390_item461_3537_0000_web.jpg,data/raw/mscoll390_item461/3537_0000_web.jpg,mscoll390_item461,train,1800,1082
mscoll390_item461_3537_0013_web.jpg,data/raw/mscoll390_item461/3537_0013_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0009_web.jpg,data/raw/mscoll390_item461/3537_0009_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0011_web.jpg,data/raw/mscoll390_item461/3537_0011_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0001_web.jpg,data/raw/mscoll390_item461/3537_0001_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0005_web.jpg,data/raw/mscoll390_item461/3537_0005_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0014_web.jpg,data/raw/mscoll390_item461/3537_0014_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0003_web.jpg,data/raw/mscoll390_item461/3537_0003_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0006_web.jpg,data/raw/mscoll390_item461/3537_0006_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0012_web.jpg,data/raw/mscoll390_item461/3537_0012_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0015_web.jpg,data/raw/mscoll390_item461/3537_0015_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0018_web.jpg,data/raw/mscoll390_item461/3537_0018_web.jpg,mscoll390_item461,train,1800,1082
mscoll390_item461_3537_0008_web.jpg,data/raw/mscoll390_item461/3537_0008_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0007_web.jpg,data/raw/mscoll390_item461/3537_0007_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0010_web.jpg,data/raw/mscoll390_item461/3537_0010_web.jpg,mscoll390_item461,train,1484,1800
mscoll390_item461_3537_0016_web.jpg,data/raw/mscoll390_item461/3537_0016_web.jpg,mscoll390_item461,val,1484,1800
mscoll390_item461_3537_0004_web.jpg,data/raw/mscoll390_item461/3537_0004_web.jpg,mscoll390_item461,val,1484,1800
mscoll390_item461_3537_0017_web.jpg,data/raw/mscoll390_item461/3537_0017_web.jpg,mscoll390_item461,test,1484,1800
